name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nicosia,2018-07-30,34.7,22.2,28.4,34.8,22.2,28.9,18.9,58.7,0,0,0,,0,0,64.8,25.4,248.8,1006.8,12.8,10,337,29.1,10,,2018-07-30T05:53:53,2018-07-30T19:51:39,0.59,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-31,33.3,23.5,28.1,33.2,23.5,28.4,18.7,59.4,0,0,0,,0,0,61.2,33.4,242.3,1008.1,13,10,337.5,29.2,10,,2018-07-31T05:54:37,2018-07-31T19:50:48,0.62,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-01,34.5,22.9,28.1,34.3,22.9,28.4,18.3,58.1,0,0,0,,0,0,61.2,24.1,239.2,1008.7,12.8,10,328,28.4,10,,2018-08-01T05:55:23,2018-08-01T19:49:55,0.66,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-02,37.9,23.1,29.9,39.1,23.1,31,19.4,56.4,0,0,0,,0,0,,32.7,215.1,1007,11.2,10,319,27.5,9,,2018-08-02T05:56:08,2018-08-02T19:49:02,0.69,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-03,39.2,26.4,32.1,38.4,26.4,32.9,17.5,44.7,0.001,100,4.17,rain,0,0,,25,248.5,1004.8,13,10,325.2,28.1,10,,2018-08-03T05:56:53,2018-08-03T19:48:07,0.72,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-04,36,24.9,29.7,38.8,24.9,31.8,21.4,63.4,2.79,100,4.17,rain,0,0,,26.7,228.2,1006.4,13.9,9.9,318.7,27.6,9,,2018-08-04T05:57:39,2018-08-04T19:47:11,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-05,35.3,25.2,28.4,35.1,25.2,29.2,20.5,65.5,7.987,100,4.17,rain,0,0,,20.6,259,1009.7,47.7,9.4,319.1,27.6,10,,2018-08-05T05:58:24,2018-08-05T19:46:13,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-06,34.6,21.7,28.1,34.3,21.7,28.3,18.7,60.8,0,0,0,,0,0,,30.3,228,1010.8,16.6,10,323.1,28,9,,2018-08-06T05:59:10,2018-08-06T19:45:14,0.83,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-07,34.9,22.2,28.6,35.2,22.2,29.3,19.3,60.7,0,0,0,,0,0,,29.1,231.9,1009,9.5,10,317.9,27.5,10,,2018-08-07T05:59:55,2018-08-07T19:44:14,0.86,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-08,38.3,24.3,30.8,36.6,24.3,30.7,16.5,49.1,0,0,0,,0,0,,25.9,256.9,1007.4,6.3,10,319.6,27.7,10,,2018-08-08T06:00:41,2018-08-08T19:43:13,0.9,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-09,37.7,25.9,31.5,35.2,25.9,30.5,11.2,33.1,0,0,0,,0,0,,24.5,272.8,1008.6,2.1,10,325.4,28,10,,2018-08-09T06:01:27,2018-08-09T19:42:10,0.93,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-10,37.6,26.7,31.9,35.4,27,31.3,12.4,34.8,0.001,100,4.17,rain,0,0,,25.3,249.4,1009.3,3,10.1,325.3,28.2,10,,2018-08-10T06:02:13,2018-08-10T19:41:07,0.96,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17540099999,LCEN,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-11,38,25,31.3,36.4,25,30.4,11.5,33.7,0,0,0,,0,0,,22.9,229.2,1008.2,4.3,10,322.9,27.9,10,,2018-08-11T06:02:59,2018-08-11T19:40:02,0,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-12,37,24.4,30.7,34.6,24.4,29.8,11.9,37.8,0,0,0,,0,0,,23.7,246.2,1009,2.9,10,324.2,27.9,10,,2018-08-12T06:03:44,2018-08-12T19:38:56,0.03,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-13,37.1,23.3,29.8,34.8,23.3,29.3,14.8,47,0,0,0,,0,0,,22.2,239.3,1007.6,2.9,10,323.7,27.8,10,,2018-08-13T06:04:30,2018-08-13T19:37:49,0.06,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-14,37.8,23.5,29.9,35.3,23.5,29.1,13.2,43.8,0,0,0,,0,0,,22.4,218.9,1006.4,1.8,10,322.8,27.8,10,,2018-08-14T06:05:16,2018-08-14T19:36:41,0.1,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-15,37.4,22.7,29.7,35.3,22.7,28.8,11.7,37.9,0,0,0,,0,0,,31,236.4,1006.8,1.9,10,325.5,28.1,10,,2018-08-15T06:06:02,2018-08-15T19:35:32,0.13,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-16,37.1,18.6,28.2,36.2,18.6,28.4,17.2,55.3,0,0,0,,0,0,,20.7,230.5,1008.3,1.7,10,324.4,27.9,10,,2018-08-16T06:06:47,2018-08-16T19:34:22,0.16,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-17,34.9,21.2,28,35.1,21.2,28.2,18.2,59.3,0,0,0,,0,0,,26,225.5,1009.1,12.5,10,322.6,27.8,10,,2018-08-17T06:07:33,2018-08-17T19:33:11,0.2,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-18,35.4,20.4,28.3,35.3,20.4,28.4,17.5,55.6,0,0,0,,0,0,,13.9,236.2,1007.2,10.3,10,317.5,27.4,10,,2018-08-18T06:08:18,2018-08-18T19:31:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-19,36.3,22.2,28.5,36.3,22.2,29.2,19.1,60.1,0,0,0,,0,0,,24.8,216.1,1006.5,21,10,311.3,26.9,9,,2018-08-19T06:09:04,2018-08-19T19:30:46,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-20,36.3,22.1,28.9,35.4,22.1,29.5,19.1,60.3,0,0,0,,0,0,,23.7,235.5,1007,14.4,10,300.2,25.8,9,,2018-08-20T06:09:49,2018-08-20T19:29:33,0.3,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-21,35.9,20.6,28.5,37.1,20.6,28.9,18.5,58.8,0,0,0,,0,0,,24.9,224,1009.2,5.7,10,304,26.2,9,,2018-08-21T06:10:34,2018-08-21T19:28:18,0.33,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-22,37.6,21.2,28.9,36.8,21.2,29.5,18.6,58.3,0,0,0,,0,0,,20.8,215.3,1009.5,6.5,10,302,26.1,9,,2018-08-22T06:11:19,2018-08-22T19:27:03,0.36,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-23,37.6,25,30.2,36.2,25,30.4,17.7,52.2,0,0,0,,0,0,,22,224.8,1008.6,4.9,10,304.1,26.4,9,,2018-08-23T06:12:05,2018-08-23T19:25:47,0.4,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-24,37.5,21.5,29.1,37.1,21.5,29.2,18.3,58.3,0,0,0,,0,0,,20.6,222.7,1009.1,3.8,10,311.3,26.8,10,,2018-08-24T06:12:50,2018-08-24T19:24:30,0.43,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-25,33.9,20.7,27.5,33.7,20.7,27.8,19,63.3,0,0,0,,0,0,,26.4,230.3,1009.6,6.5,10,312.4,27,10,,2018-08-25T06:13:35,2018-08-25T19:23:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-26,33,22.2,27.2,32.7,22.2,27.3,17.5,58.3,0,0,0,,0,0,,24.7,240.4,1008,11,10,305.7,26.4,9,,2018-08-26T06:14:19,2018-08-26T19:21:54,0.5,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-27,35.5,20.2,27.7,35,20.2,28,17.8,57.5,0,0,0,,0,0,,23.6,241.8,1006.4,12.9,10,298.6,25.8,9,,2018-08-27T06:15:04,2018-08-27T19:20:35,0.53,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-28,33.7,22.1,27.8,34,22.1,28.1,18.6,59.7,0,0,0,,0,0,,17,257.5,1008.1,24.7,10,299.5,26,9,,2018-08-28T06:15:49,2018-08-28T19:19:15,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-29,33.6,20.8,27.2,32.8,20.8,27.3,18.2,60.7,0,0,0,,0,0,,27.4,307.3,1009.2,33.7,10,292.6,25.3,9,,2018-08-29T06:16:33,2018-08-29T19:17:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-30,34.6,22,27.4,34.7,22,27.6,17.7,57.9,0,0,0,,0,0,,21.9,242.5,1010.3,17.9,10,299.9,26.1,9,,2018-08-30T06:17:18,2018-08-30T19:16:34,0.64,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-08-31,35.8,19.9,27.8,35.4,19.9,27.6,16.5,55.6,0,0,0,,0,0,,25,207.3,1011.1,3.7,10,300.4,26.1,9,,2018-08-31T06:18:02,2018-08-31T19:15:12,0.67,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-01,38.3,19.9,28.4,36.9,19.9,28.3,16.5,54.4,0,0,0,,0,0,,18.2,186.3,1011.1,0.2,10,291.6,25.4,9,,2018-09-01T06:18:47,2018-09-01T19:13:50,0.71,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-02,39.2,22.5,30,43.4,22.5,30.5,18.2,57.8,0,0,0,,0,0,,20,211.7,1009.6,1.9,10,292.5,25.2,9,,2018-09-02T06:19:31,2018-09-02T19:12:28,0.74,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-03,38.7,24.6,31.2,36.1,24.6,30.6,13.5,43.7,0,0,0,,0,0,,21.3,241.5,1007.1,0.1,10,290.6,24.9,9,,2018-09-03T06:20:15,2018-09-03T19:11:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-04,38.1,25.4,30.8,37.5,25.4,30.8,16.4,45.9,0.001,100,4.17,rain,0,0,,21.5,219.9,1007.3,5.5,10,287.9,24.9,9,,2018-09-04T06:20:59,2018-09-04T19:09:41,0.81,Rain,Clear conditions throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-09-05,36,20.1,27.9,35.7,20.1,28,16.5,53.2,0,0,0,,0,0,,26.1,233.6,1008.1,7,10,293.4,25.3,9,,2018-09-05T06:21:43,2018-09-05T19:08:17,0.85,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-06,33.1,17.8,26.2,32.2,17.8,25.8,12.7,45.4,0,0,0,,0,0,72.4,31.7,246.7,1007.6,11.2,10,288.2,24.9,9,,2018-09-06T06:22:28,2018-09-06T19:06:53,0.88,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-07,34.1,19.3,26.7,32.5,19.3,26.5,14.2,49.1,0.002,100,4.17,rain,0,0,57.6,28.6,281.5,1008.5,20.8,10,279.8,24.2,9,,2018-09-07T06:23:12,2018-09-07T19:05:28,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-08,33.2,22.3,27.2,31.5,22.3,26.8,15.9,54.8,0,0,0,,0,0,,19.3,231.6,1011,22.6,10,257.2,22.1,8,,2018-09-08T06:23:56,2018-09-08T19:04:03,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-09-09,32.5,20.5,24.7,31.4,20.5,24.6,15.9,60.6,0.239,100,8.33,rain,0,0,,35,308.8,1011.4,32.2,9.8,269.2,23.3,9,,2018-09-09T06:24:40,2018-09-09T19:02:38,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-10,32.5,17.1,25.3,31.6,17.1,25.2,15.2,55.9,2.57,100,8.33,rain,0,0,,20.8,253.3,1012.1,18.9,10,259.1,22.4,8,,2018-09-10T06:25:24,2018-09-10T19:01:12,0.02,Rain,Clear conditions throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-11,33.5,18.9,25.8,32.1,18.9,25.6,16.3,59.2,0.102,100,4.17,rain,0,0,,22.1,158.2,1014.7,22,10,273.9,23.5,9,,2018-09-11T06:26:07,2018-09-11T18:59:46,0.05,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-12,33.2,20.1,26.7,31.7,20.1,26.3,15.6,55.7,0,0,0,,0,0,,19.6,14.6,1013.4,12.8,10,282.5,24.3,9,,2018-09-12T06:26:51,2018-09-12T18:58:20,0.09,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-13,31.3,20.3,25.6,30.9,20.3,25.6,16.1,57.9,0,0,0,,0,0,,22.5,264,1012.4,18.4,10,275.5,23.7,9,,2018-09-13T06:27:35,2018-09-13T18:56:54,0.12,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-14,30,19,24.9,29.1,19,24.6,14.1,53.2,0,0,0,,0,0,57.6,28,231,1014.1,24.7,10,269.2,23.3,9,,2018-09-14T06:28:19,2018-09-14T18:55:27,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-15,30.8,20.2,25.4,31.1,20.2,25.5,16.2,57.7,0,0,0,,0,0,,23.6,268,1014.1,28.3,10,267.7,23,9,,2018-09-15T06:29:04,2018-09-15T18:54:01,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-16,33.8,20.9,26.5,33.9,20.9,26.4,16.3,56.9,0,0,0,,0,0,,28.9,285.8,1014.2,25.9,10,268.8,23.1,9,,2018-09-16T06:29:48,2018-09-16T18:52:34,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LCEN,17530099999,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-17,33.8,22,27.8,31.7,22,27.2,13.9,47.4,0,0,0,,0,0,,26.5,326.6,1013.5,19.1,10,260.3,22.6,9,,2018-09-17T06:30:32,2018-09-17T18:51:07,0.25,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-18,34.9,23.1,28.9,32.9,23.1,28.1,12.2,39.4,0,0,0,,0,0,,24.1,300.9,1010.9,17.2,10,268.3,23.2,9,,2018-09-18T06:31:16,2018-09-18T18:49:40,0.28,Clear,Clear conditions throughout the day.,clear-day,"LCEN,17530099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-09-19,35.6,23.7,28.7,33.4,23.7,28,12.7,41.8,0,0,0,,0,0,,18.8,240.7,1012.1,14.4,10,262.8,22.8,9,,2018-09-19T06:32:00,2018-09-19T18:48:13,0.31,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-20,34.9,22.3,27.7,34.3,22.3,27.8,16.9,54.8,0,0,0,,0,0,,24.9,279.4,1012.1,12.9,10.1,259.2,22.3,9,,2018-09-20T06:32:45,2018-09-20T18:46:46,0.35,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17500099999,17505099999,remote,17609099999,17515099999,17535099999"
Nicosia,2018-09-21,33.8,20,26.3,34,20,26.3,16.9,60.7,0.061,100,4.17,rain,0,0,,23.1,267.5,1012.9,14.1,10,257.9,22.2,8,,2018-09-21T06:33:29,2018-09-21T18:45:19,0.38,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-22,34.8,20.7,27,33.2,20.7,26.4,13.2,47.2,0,0,0,,0,0,,25.8,264.5,1014.2,9.3,10,261.9,22.8,9,,2018-09-22T06:34:14,2018-09-22T18:43:52,0.41,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-23,35.4,20.2,27.1,32.7,20.2,26.5,14.8,56.5,0,0,0,,0,0,,17.8,259.6,1015.3,2.3,10,260,22.4,9,,2018-09-23T06:34:59,2018-09-23T18:42:25,0.44,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-24,35.1,18.9,26.5,33.5,18.9,26.4,16.5,60.2,0,0,0,,0,0,,19.6,193.7,1015.1,6.4,10,257,22.2,9,,2018-09-24T06:35:43,2018-09-24T18:40:58,0.48,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-25,34.1,18.4,26.2,32.6,18.4,25.8,16.3,61.1,0,0,0,,0,0,,27.6,238.3,1013,18.7,8.7,256.8,22.1,9,,2018-09-25T06:36:28,2018-09-25T18:39:32,0.5,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-26,32.2,16.8,25.5,31.3,16.8,25.1,15.2,58.6,0,0,0,,0,0,,23.4,279.1,1012.2,7.1,10,257.7,22.3,9,,2018-09-26T06:37:14,2018-09-26T18:38:05,0.54,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-27,31.7,17.7,25.6,30.4,17.7,25.3,14.1,51.4,0,0,0,,0,0,,21.8,43.3,1014.8,14.5,10,251.6,21.7,8,,2018-09-27T06:37:59,2018-09-27T18:36:39,0.58,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-28,33,17.4,25.3,31.2,17.4,25,15.6,59.8,0,0,0,,0,0,,23.6,225.2,1016.6,3.7,10,248.7,21.3,8,,2018-09-28T06:38:45,2018-09-28T18:35:13,0.62,Clear,Clear conditions throughout the day.,clear-day,"17540099999,LCEN,17530099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-09-29,34.1,21.4,27,32.6,21.4,26.6,15.8,55.6,0,0,0,,0,0,,22.2,223.8,1016.3,13.8,10,206.2,17.9,7,,2018-09-29T06:39:30,2018-09-29T18:33:47,0.65,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-09-30,33.9,22.8,25.8,33.1,22.8,25.7,17.1,60.6,20.217,100,8.33,rain,0,0,,29.1,139.4,1015.9,50.5,9.9,154.2,13.3,6,,2018-09-30T06:40:16,2018-09-30T18:32:21,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-01,30,19.9,24.7,29.2,19.9,24.7,16.3,61.1,0.588,100,4.17,rain,0,0,,14.5,287.9,1016.3,36.8,10,238.2,20.6,8,,2018-10-01T06:41:02,2018-10-01T18:30:56,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-02,30.9,18.9,24,30,18.9,24,15.8,62,0,0,0,,0,0,,19.4,274.3,1018.3,27,10.1,244,21.2,8,,2018-10-02T06:41:49,2018-10-02T18:29:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-03,30.7,18.2,23.8,29.4,18.2,23.5,14,57.9,0,0,0,,0,0,,19.3,237.8,1018.6,37.9,10,215.9,18.7,8,,2018-10-03T06:42:35,2018-10-03T18:28:07,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-04,32.2,15.9,23.8,30.4,15.9,23.4,13.6,58,0,0,0,,0,0,,28.6,235.6,1017.5,31,10,217.7,19,8,,2018-10-04T06:43:22,2018-10-04T18:26:43,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-05,32.1,21,26.5,30.2,21,25.9,12.7,46.7,0,0,0,,0,0,,24.6,300.7,1017.8,49,10.1,204.9,17.7,7,,2018-10-05T06:44:09,2018-10-05T18:25:19,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17540099999,LCEN,17530099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-10-06,32.7,20.7,25.8,30.7,20.7,25.3,11.6,45.3,0,0,0,,0,0,,21.2,112.4,1016.6,28.7,10,219.6,18.9,7,,2018-10-06T06:44:57,2018-10-06T18:23:56,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-07,32.5,18.8,24.8,30.6,18.8,24.5,11.9,47.2,0,0,0,,0,0,,17.7,181.6,1014.1,44.8,10,179.1,15.5,7,,2018-10-07T06:45:45,2018-10-07T18:22:33,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-08,29.7,19.1,23.8,28.4,19.1,23.7,14.5,57.9,0,0,0,,0,0,,22.7,243.7,1014,60.7,10,180.4,15.5,7,,2018-10-08T06:46:33,2018-10-08T18:21:10,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-09,27.3,18.9,21.8,27,18.9,21.8,14.9,66.3,0.143,100,8.33,rain,0,0,,15.7,276.2,1014.6,52,9.9,185.7,16.1,7,,2018-10-09T06:47:21,2018-10-09T18:19:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-10,29.3,16.2,22.2,28.3,16.2,22.1,14.5,64.1,0.11,100,8.33,rain,0,0,,14.2,193.6,1014.9,25.1,10,205.9,17.7,7,,2018-10-10T06:48:10,2018-10-10T18:18:28,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-11,29.3,15.5,22.4,28,15.5,22.3,13.4,60.3,0,0,0,,0,0,,16.6,27.5,1015.4,36.7,10,206.1,17.8,7,,2018-10-11T06:48:59,2018-10-11T18:17:07,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-10-12,28.6,17,20.5,28.6,17,20.4,13.5,66.2,7.935,100,8.33,rain,0,0,,34.9,255.2,1015.5,54.9,9.9,188.7,16.2,7,,2018-10-12T06:49:48,2018-10-12T18:15:47,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
